campaign_name, widget_name, title, description, price, category, subcategory, url, image_urls, product_id, other_data, model, dimensiune
emex.ro,Produse Emex.ro,Vopsea Lavabila Baie - Bucatarie "Emex Ceramic" - Alb - Bid. 7 L,"Vopsea Lavabila de Baie si Bucatarie &ldquo;Emex Ceramic&rdquo; - un produs de noua generatie, cu caracteristici de inalta performanta, special conceput pentru spatii expuse la abur si/ sau umiditate ridicata, pe baza de rasini emulsionate vinil-versatate, pigmenti si aditivi, ce inglobeaza in compozitie si nanosfere ceramice pentru duritate, proprietati termoizolante si anticondens, rezistenta la abur si usurinta la curatare. Se fabrica in culori standard, dar si in alte nuante la comanda.",252.04 RON,1361,,https://emex.ro/lavabila-ceramica-baie-bucatarie,https://emex.ro/images/vopsele-emex/lavabile/mari/Vopsea-ultralavabila-cu-nanosfere.jpg,5946143068741,,,
emex.ro,Produse Emex.ro,Email Alchidic Premium “Emex Gold” - Alb - Bid. 5 Kg,"Vopsea Alchidica Premium &ldquo;Emex Gold&rdquo; - produs profesional, pe baza de rasina alchidica, aditivi specifici, pigmenti (preponderent organici), solventi si fileri, monocomponent, folosit ca strat final in sisteme decorative de protectie, ca vopsea pentru suprafete de metal, beton si lemn, atat in conditii de interior, cat si de exterior.Aceasta vopsea alchidica premium este caracterizata prin aderenta foarte mare la suport, acoperire foarte buna, la un singur strat pentru o corecta pregatire a suprafetei, rezistenta mare la intemperii si luciu persistent. Este recomandata si pentru elementele supraterane, si se regaseste printre cele mai des utilizate vopsele pentru lemn sau metal. Folosita ca vopsea de exterior are un comportament exceptional si se remarca prin rezistenta mare la factori de mediu, ca intemperii, radiatii UV, etc., durabilitate a culorii si rezistenta la imbatranire.Se poate fabrica in in orice nuanta, conform cartelei RAL.",211.23 RON,503738,,https://emex.ro/email-emex-gold,https://emex.ro/images/vopsele-emex/decorative/mari/Email-calitate-premium.jpg,5946143060691,,,
emex.ro,Produse Emex.ro,Email Alchidic “Emex Extracolor” - Alb - Bid. 5 Kg,"Vopsea Decorativa Alchidica &ldquo;Emex Extracolor&rdquo;, pentru metal, lemn, zidarie, beton - produs monocomponent, superior, fabricat, in principal, din rasina alchidica, pigmenti, aditivi, solventi organici si fileri, utilizata ca vopsea decorativa in sisteme de protectie a suprafetelor din metal, beton si lemn, atat in conditii de exterior cat si, mai ales, in conditii de interior, cu performante foarte bune.Se poate regasi, in general, sub denumirea de Email Alchidic.Este caracterizata, in special, prin aderenta mare la suport, putere de acoperire, capacitate mare de intindere si buna rezistenta. Functioneaza foarte bine pe toate elementele supraterane din metal, zidarie sau beton.Produsul se fabrica in orice nuanta din cartela de culori RAL. Cu rol doar informativ (culorile pot fi redate usor alterat, in functie de monitor), pe site veti gasi un paletar de culori online !",167.30 RON,503738,,https://emex.ro/email-alchidic-emex,https://emex.ro/images/vopsele-emex/decorative/mari/Vopsea-superioara-alchidica.jpg,5946143060875,,,
emex.ro,Produse Emex.ro,Email Alchidic “Emex Dual Protect” - Alb - Bid. 25 Kg,"Vopsea in Sistem cu Inhibitor de Coroziune - 2 in 1 &ldquo;Emex Dual Protect&rdquo; - este un produs monocomponent, pe baza de rasini sintetice, pigmenti, agenti anticorozivi, inhibitori de coroziune si aditivi specifici, ce combina proprietatile anticorozive ale grundului, cu cele decorative ale emailului. Cu operatiunile normale de pregatire a suprafetei, si aplicare specializata, este folosit la sisteme de protectie a suprafetelor metalice situate suprateran, in conditii de interior sau de exterior, nemaifiind necesara aplicarea prealabila a unui strat primar de grund.Acest sistem anticoroziv se remarca prin caracteristici superioare de protectie, economicitate datorata combinarii proprietatilor celor doua componente, si implicit, o aplicabilitate mult mai facila si eficienta.Produsul se fabrica in orice nuanta a cartelei RAL de culori.",900.24 RON,503738,,https://emex.ro/emex-dual-protect,https://emex.ro/images/vopsele-emex/decorative/mari/Sistem-anticoroziv-Dual-Protect.jpg,5946143061056,,,
emex.ro,Produse Emex.ro,Email Alchido-Stirenic “Emex EQS” - Alb - Bid. 5 Kg,"Email Alchido-Stirenic &ldquo;Emex EQS&rdquo; - vopsea profesionala, pe baza de rasini alchidice modificate in stiren, pigmenti, aditivi speciali si solventi organici, monocomponenta, utilizata in principal, la protectia superioara a suprafetelor metalice. Poate fi, de asemenea, folosita cu rezultate excelente si pe suporturi din lemn.Acest tip de vopsea, in cazul folosirii pe suporturi din metal, dupa pregatirea suportului si tratarea prealabila anticoroziva, se remarca printr-o aderenta excelenta, rezistenta la medii climatice sau chimice agresive, buna etalare, luciu superior, rezistenta la intemperii sau umezeala, la cicluri de inghet-dezghet si la radiatii UV.Spre deosebire de sistemele alchidice conventionale, acest email alchido-stirenic are un timp de uscare foarte scurt si o rezistenta sporita la ingalbenire, efort si imbatranire.Emailul alchido-stirenic poate fi colorat in orice nuanta a cartelei RAL, insa doar industrial.",233.12 RON,503738,,https://emex.ro/vopsea-metal-alchido-stirenica,https://emex.ro/images/vopsele-emex/decorative/mari/Vopsea-lucioasa-profesionala-alchido-stirenica.jpg,5946143061148,,,
emex.ro,Produse Emex.ro,Email Alchidic Bronz Aluminiu “Emex” - Argintiu Bid. 4 Kg,"Vopsea Argintie Bronz Aluminiu &ldquo;Emex&rdquo;, cu aspect metalizat - un produs monocomponent, fabricat pe baza de rasini sintetice, pasta de bronz-aluminiu, aditivi si solventi organici, care dupa uscare formeaza pelicule cu aspect argintiu, metalizat, rezistente la lumina, temperatura, intemperii, coroziune sau cicluri inghet dezghet, etc.Este folosita pentru protejarea si acoperirea decorativa finala a tuturor suprafetelor sau elementelor metalice ce necesita o acoperire superioara si de efect. Aspectul metalizat si rezistenta superioara, recomanda aceasta vopsea, pentru vopsiri decorative de folosire intensa, chiar in medii agresive cu umiditate sau variatii de temperatura.Produsul poate fi doar usor nuantat, in tente apropiate de culorile de baza ale paletarului RAL.",215.29 RON,503738,,https://emex.ro/email-bronz-aluminiu,https://emex.ro/images/vopsele-emex/decorative/mari/Bronz-aluminiu-metalizat.jpg,5946143061322,,,
emex.ro,Produse Emex.ro,Email Alchido-Uretanizat “Emex Code” - Alb - Bid. 5 Kg,"Email Alchidic Uretanizat &ldquo;Emex Code&rdquo; - vopsea profesionala, pe baza de rasina alchidica, modificata cu uretani alifatici, monocomponenta, utilizata in principal la aplicarea pe suporturi din metal sau lemn, situate atat la interior, cat si la exterior, cu caracteristici excelente decorative, dar si de protectie la lumina, umiditate si coroziune.Se poate utiliza, in egala masura, cu rezultate foarte bune, si pe suprafete din beton sau zidarie, corect pregatite.Fiind o vopsea profesionala, are proprietati superioare de pelicula, care se manifesta prin aderenta mare la suport, rezistenta la factori climatici sau chimici ponderat agresivi, buna etalare, diverse grade de luciu, etc.Dincolo de rezistenta foarte mare la factori agresivi, o caracteristica importanta este rezistenta buna la coroziune, pana la clasa de corozivitate C3, proprietate care o face utilizabila inclusiv in industria navala, pentru vopsirea unor elemente ce tin de opera moarta a navelor de agrement sau de linie, impotriva coroziunii generate de ceata salina.Emailul alchidic uretanizat poate fi colorat in orice nuanta a cartelei RAL, insa doar industrial.",231.96 RON,503738,,https://emex.ro/vopsea-uretanizata-metal-exterior,https://emex.ro/images/vopsele-emex/decorative/mari/Email-alchidic-uretanizat-pentru-metal.jpg,5946143061360,,,
emex.ro,Produse Emex.ro,Vopsea Satinata “Emcolor” - Alb - Bid. 25 Kg,"Vopsea Alchidica Economica Satinata &ldquo;Emcolor&rdquo;, fabricata pe baza de rasina alchidica emulsionata in apa, pigmenti, aditivi si fileri, este un produs monocomponent, economic, cu aspect satinat, utilizat in sisteme de protectie si decorare finala a suprafetelor din lemn, metal, beton, zidarie sau alte materiale minerale, atat in conditii de interior, cat si de exterior. Este caracterizata prin aderenta buna la suport, rezistenta, putere de acoperire, capacitate de intindere, aspect satinat si, mai ales, un raport corect calitate/pret.Se deosebeste de celelalte tipuri de vopsele din gama prin faptul ca are miscibilitate completa cu apa, dar se poate dilua si cu solventi dedicati.Aceasta vopsea prezinta doar o rezistenta limitata la factori de agresivitate medie.Se fabrica doar in nuantele de baza ale cartelei RAL, listate mai sus.",620.29 RON,503738,,https://emex.ro/vopsea-satinata-emcolor,https://emex.ro/images/vopsele-emex/decorative/mari/Vopsea-economica-satinata.jpg,5946143061544,,,
emex.ro,Produse Emex.ro,Lac Parchet Alchido-Uretanizat “Emex” - Transparent - Bid. 3 Kg,"Lacul Monocomponent pentru Parchet &ldquo;Emex&rdquo; este un produs de folosire extinsa, fabricat pe baza de rasina alchidica modificata cu uretanici alifatici, aditivi specifici si solventi, slefuibil, cu calitati superioare de finisare a suprafetelor din lemn, cu duritate mare si rezistenta la detergenti si agenti chimici, sau ce prezinta risc de patare.Se foloseste atat in aplicatii casnice cat si industriale, in special pentru finisarea parchetului sau a dusumelelor, dar si a altor decoratiuni din lemn de diverse esente, sau chiar a mobilei artizanale. Se remarca prin rezistenta superioara la agenti de patare, cum ar fi ceaiul, cafeaua, fructele, etc., dar si la agentii comuni de spalare.Se poate nuanta in diverse culori pastel, transparente, la comanda.",178.59 RON,503738,,https://emex.ro/lac-parchet,https://emex.ro/images/vopsele-emex/decorative/mari/Lac-parchet-uretanizat.jpg,5946143061636,,,
emex.ro,Produse Emex.ro,Lac Alchido-Uretanizat Lemn Exterior “Emex” - Transparent - Bid. 3 Kg,"Lac pentru Mobilier de Exterior din Lemn &ldquo;Emex&rdquo;- produs superior, de generatie noua, monocomponent, pe baza de rasini alchidice modificate cu uretani alifatici, pigmenti, aditivi, fileri si solventi. Dupa uscare se poate slefui cu usurinta, are duritate ridicata si rezistenta mare la intemperii, saruri, sau alti contaminanti sau factori agresivi, prezenti in atmosfera.Contine ceruri specializate, ce asigura o mare rezistenta la umiditate, si determina o duritate si o durabilitate mai mare decat a altor lacuri similare. Isi pastreaza proprietatile superioare, chiar in conditii de expunere la umiditate sau diversi alti factori de mediu.Este utilizat in diverse aplicatii casnice sau industriale, pentru protectia si finisarea decorativa a elementelor din lemn. Datorita rezistentei superioare la factori de mediu, unde putem nota rezistenta la intemperii si UV, este folosit mai ales ca lac transparent de exterior, pentru mobilier de gradina, sau alte elemente decorative din lemn.Lacul este transparent, dar poate fi pigmentat in diverse nuante semi-transparente.",178.26 RON,503738,,https://emex.ro/lac-uretanizat-mobilier-gradina,https://emex.ro/images/vopsele-emex/decorative/mari/Lac-pentru-mobilier-de-exterior.jpg,5946143061773,,,
emex.ro,Produse Emex.ro,Lac Alchidic pentru Lemn “Emex” - Transparent - Bid. 3 Kg,"Lacul Alchidic pentru Lemn &ldquo;Emex&rdquo; este un produs monocomponent, pe baza de rasini alchidice cu vascozitate scazuta, aditivi specifici si solventi organici, caracterizat prin aderenta foarte buna la suport, transparenta, rezistenta buna atat la radiatii ultraviolete cat si la intemperii, o buna etalare si luciu superior, etc.Are performante generale foarte bune la protejarea elementelor sau decoratiunilor din lemn, la un pret accesibil.Este un lac destul de comun, utilizat, pe scara larga, la aplicatii casnice sau industriale, ca strat final de protectie si decorare a suprafetelor de lemn, noi sau reconditionate, atat in conditii de interior, cat si in conditii de exterior.Acest tip de lac este transparent si nu se nuanteaza.Nu se recomanda slefuirea acestuia.",82.73 RON,503739,,https://emex.ro/lac-alchidic,https://emex.ro/images/vopsele-emex/decorative/mari/Lac-elemente-din-lemn.jpg,5946143061933,,,
emex.ro,Produse Emex.ro,Lazura pentru Lemn “Emex WX” - Transparent - Bid. 3 Kg,"Lazura &ldquo;Emex WX&rdquo; este un lac transparent, de folosire extinsa, monocomponent, profesional, pe baza de rasini sintetice uretanizate, pigmenti transparenti, aditivi si solventi speciali. Se caracterizeaza prin performante de pelicula foarte bune, ca: aderenta deosebita la suport, putere de penetrare, aspect transparent, rezistenta deosebita la uzura si UV, buna etalare, luciu, aplicare facila, posibilitati de nuantare in masa, etc.Este folosit in sisteme de protectie si decorare a suprafetelor din lemn, atat in conditii de interior, cat si in conditii de exterior. Ca aspect, este similar lacurilor conventionale, dar cu performante net superioare.Este un produs de calitate superioara, pentru aplicare profesionala, cu caracteristici excelente, atat de produs cat si de pelicula. Durata de viata, in conditii normale de exploatare, este de cca 7 - 10 ani, timp in care este posibila doar o usoara matuire in cazul expunerii repetate la variatii de temperatura sau radiatii solare.Se poate fabrica si intr-o gama larga de nuante. In ceea ce priveste culoarea, inlocuieste cu usurinta orice bait, dar cu performantele superioare mentionate.",178.59 RON,503738,,https://emex.ro/lazura-lac-colorat,https://emex.ro/images/vopsele-emex/decorative/mari/Lac-pigmentat-tip-bait-pentru-lemn.jpg,5946143061957,,,
emex.ro,Produse Emex.ro,Lac Acrilic pentru Piatra “Emex WS” - Transparent - Bid. 4 Kg,"Lacul Solventat pentru Piatra &ldquo;Emex WS&rdquo; este un produs de foarte mare eficienta, pe baza de rasini acrilice, solubile in solventi organici si aditivi speciali. Este un produs cu foarte mare rezistenta la factorii de mediu, cicluri de inghet-dezghet si radiatii UV, cu mare putere de penetrare, special creat pentru protejarea pietrei naturale.Desi nu contine biocizi, asigura o buna protectie impotriva fungilor si mucegaiurilor, datorita actiunii compusilor din formulare, cu functii extinse. Are performante foarte bune la exterior ca: aderenta excelenta si rezistenta superioara atat la ingalbenire, cat si la patare, dar si protectie impotriva apei sau intemperiilor si luciu pronuntat.Poate fi colorat, fara a-si pierde transparenta, in nuante standard, listate mai sus.",202.43 RON,503738,,https://emex.ro/lac-piatra-solvent,https://emex.ro/images/vopsele-emex/decorative/mari/Lac-de-piatra-solventat.jpg,5946143062114,,,
emex.ro,Produse Emex.ro,Grund Alchidic Binale “Emex” - Ocru - Bid. 6 Kg,"Grund pentru Lemn si Binale &ldquo;Emex&rdquo; - un produs monocomponent, standard, pe baza de rasina alchidica grasa, solventi organici, pigmenti, aditivi specifici si fileri. Este folosit ca strat primar in vederea protejarii suprafetelor din lemn, expuse sau nu intemperiilor, atat la interior cat si la exterior, si compatibilizarea suportului cu stratul final. Are o buna aderenta, rezistenta, dar si o actiune preventiva, de inhibare, impotriva microorganismelor.Nu contine biocizi, dar asigura o protectie generala superioara.Dincolo de protectia primara a suprafetei, produsul formeaza o pelicula intermediara ce mareste aderenta vopselei sau emailului final, prelungind semnificativ durata de viata a sistemului aplicat.Poate fi colorat in nuantele caracteristice: ocru si rosu.",90.57 RON,2058,,https://emex.ro/grund-binale,https://emex.ro/images/vopsele-emex/decorative/mari/Grund-lemn-lambriuri-binale.jpg,5946143062275,,,
emex.ro,Produse Emex.ro,Solutie Fosfatare Antirugina “Emex Rust Stop” - Bid. 5 L,"Aceasta Solutie de Fosfatare Antirugina &#8220;Emex Rust Stop&#8221; este un produs profesional, pe baza de acizi slabi si tari, saruri sulfurate, agenti tensioactivi si solventi organici, realizat special pentru curatarea totala de rugina sau tunder a suprafetelor metalice, afectate de coroziunea de suprafata sau de profunzime, odata cu tratarea si pregatirea speciala, prin fosfatare, a acestora in vederea vopsirii, a galvanizarii sau a acoperirii chimice ulterioare.Solutia de fosfatare si neutralizare rugina este folosita si pentru indepartarea oricarui contaminant chimic sau organic, cum ar fi grasimi ramase din productie, uleiuri, etc., de pe orice fel de suprafata metalica.Se remarca in special prin faptul ca actiunea de curatare rugina se limiteaza asupra sarurilor de fier in principal, si a contaminantilor, fara a ataca materialul suport, indiferent de calitatea acestuia.",117.01 RON,115,,https://emex.ro/solutie-anti-rugina,https://emex.ro/images/vopsele-emex/decorative/mari/Solutie-curatare-rugina.jpg,5946143062312,,,
emex.ro,Produse Emex.ro,Decapant “Emex CM Cleaner” - Bid. 5 Kg,"Pasta Decapanta &ldquo;Emex CM Cleaner&rdquo; este un produs de utilizare profesionala, de mare eficacitate, ce are in compozitie solventi oxigenati, solventi organici, alcooli si compusi tensioactivi. Este folosit pentru decapare, sau curatare de vopsea veche de pe metal, sau altele similare. Este intrebuintat cu succes si pentru indepartarea de vopsele lavabile, acrilice, nitrocelulozice, sau chiar vopsele bicomponente, sau alti contaminanti cunoscuti.Produsul actioneaza rapid, penetreaza in profunzime si permite desprinderea completa a peliculei, imediat dupa gonflarea acesteia (in mod normal max. 30 minute), prin inlaturare cu jet de apa sau mijloace mecanice. Procesul nu are eficienta, sau rezultatele sunt minime, daca nu se asteapta realizarea efectului de gonflare.Se recomanda folosirea in spatii deschise, aerisite. In cazul utilizarii in spatii inchise este posibila aparitia, sau chiar persistenta unui miros specific, de mica intensitate, nepericulos.",165.86 RON,115,,https://emex.ro/decapant-vopsea-lemn-metal,https://emex.ro/images/vopsele-emex/decorative/mari/Pasta-decapanta-vopsele-vechi.jpg,5946143062336,,,
emex.ro,Produse Emex.ro,Diluant Alchidic “Emex” - Bid. 1 L,"Diluantul pentru Vopsele Alchidice &#8220;Emex&#8221; este un produs standard, realizat dintr-un amestec echilibrat de mai multi solventi organici, destinat reglarii vascozitatii de aplicare a emailurilor, lacurilor, vopselelor si grundurilor alchidice, folosite pentru suporturi de lemn, metal, beton, zidarie, alte suporturi compatibile.Acest solvent este utilizat pentru solventarea la aplicare a emailurilor, lacurilor, vopselelor si grundurilor pe baza de rasini alchidice, in scopul reducerii vascozitatii, dar si pentru curatarea echipamentului folosit la aplicare.",19.21 RON,503741,,https://emex.ro/diluant-alchidic,https://emex.ro/images/vopsele-emex/decorative/mari/Diluant-uz-general.jpg,5946143062374,,,
